"{'ALTITUDE-DEG': 35.91608384709, 'AZIMUTH-DEG': 227.23181524614, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.18688629322, 'DECLINATION-DEG': 0.35568390162, 'DRA_COSDEC-DEG_PER_SEC': -0.05880847437, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2468576273, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1422.2117341606697, 4396.5699352008605, 4384.595941136976], 'PHASE_ANGLE-DEG': 89.26896719072, 'RANGE-KM': 1814.892246484732, 'RANGE_RATE-KM_PER_SEC': -3.671572201838, 'RIGHT_ASCENSION-DEG': 71.56551756382, 'SATELLITE_GCRS_KM': [-848.3174869878605, 6118.299392761639, 4395.862457005539], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.34219445996, 'AZIMUTH-DEG': 227.87925108667, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.18903045275, 'DECLINATION-DEG': 0.99474776408, 'DRA_COSDEC-DEG_PER_SEC': -0.05989820185, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2468969794, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.3017025224217, 4396.214644351, 4384.598504232953], 'PHASE_ANGLE-DEG': 89.37901933073, 'RANGE-KM': 1802.502796614103, 'RANGE_RATE-KM_PER_SEC': -3.616056493168, 'RIGHT_ASCENSION-DEG': 71.36370542594, 'SATELLITE_GCRS_KM': [-847.3814061214197, 6103.947909373825, 4415.891307391547], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.35473507647, 'AZIMUTH-DEG': 227.89852790425, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.18909359659, 'DECLINATION-DEG': 1.01365015517, 'DRA_COSDEC-DEG_PER_SEC': -0.05993053285, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2468981366, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.3337522538134, 4396.204192755814, 4384.598579599109], 'PHASE_ANGLE-DEG': 89.3822964948, 'RANGE-KM': 1802.141346138341, 'RANGE_RATE-KM_PER_SEC': -3.614406228988, 'RIGHT_ASCENSION-DEG': 71.35771431354, 'SATELLITE_GCRS_KM': [-847.3537446359596, 6103.524919930499, 4416.4795589684945], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.36728127708, 'AZIMUTH-DEG': 227.91782625354, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.18916056308, 'DECLINATION-DEG': 1.03256647012, 'DRA_COSDEC-DEG_PER_SEC': -0.05996409298, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.246899294, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.3658148061513, 4396.193736720981, 4384.598654995426], 'PHASE_ANGLE-DEG': 89.38557732948, 'RANGE-KM': 1801.779915353338, 'RANGE_RATE-KM_PER_SEC': -3.612826852622, 'RIGHT_ASCENSION-DEG': 71.35171751952, 'SATELLITE_GCRS_KM': [-847.32606427252, 6103.101704471236, 4417.068006798716], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.37982296244, 'AZIMUTH-DEG': 227.93713061999, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.18921992387, 'DECLINATION-DEG': 1.05148149116, 'DRA_COSDEC-DEG_PER_SEC': -0.05999525716, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2469004514, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.3978643851121, 4396.183284658379, 4384.598730361243], 'PHASE_ANGLE-DEG': 89.38885919584, 'RANGE-KM': 1801.418795133486, 'RANGE_RATE-KM_PER_SEC': -3.611101970411, 'RIGHT_ASCENSION-DEG': 71.34571986598, 'SATELLITE_GCRS_KM': [-847.2983873008583, 6102.678603478266, 4417.656177468302], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.39237022049, 'AZIMUTH-DEG': 227.95645655134, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.18928310731, 'DECLINATION-DEG': 1.07041044206, 'DRA_COSDEC-DEG_PER_SEC': -0.06002765052, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.246901609, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.4299267849574, 4396.172828155939, 4384.59880575722], 'PHASE_ANGLE-DEG': 89.39214473577, 'RANGE-KM': 1801.057694942009, 'RANGE_RATE-KM_PER_SEC': -3.609447976297, 'RIGHT_ASCENSION-DEG': 71.3397165235, 'SATELLITE_GCRS_KM': [-847.2706914458013, 6102.255276432679, 4418.244544347133], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.41746124261, 'AZIMUTH-DEG': 227.99514206839, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.18941328553, 'DECLINATION-DEG': 1.10827968341, 'DRA_COSDEC-DEG_PER_SEC': -0.06009368904, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.246903924, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.494038458821, 4396.151918655878, 4384.598956518338], 'PHASE_ANGLE-DEG': 89.39872155376, 'RANGE-KM': 1800.336136202574, 'RANGE_RATE-KM_PER_SEC': -3.606210229647, 'RIGHT_ASCENSION-DEG': 71.32770241912, 'SATELLITE_GCRS_KM': [-847.2152876430645, 6101.408625294279, 4419.420919986738], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.44255429597, 'AZIMUTH-DEG': 228.03388289346, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.18953583587, 'DECLINATION-DEG': 1.14617419801, 'DRA_COSDEC-DEG_PER_SEC': -0.06015736245, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2469062386, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.558149827634, 4396.1310082208365, 4384.599107278777], 'PHASE_ANGLE-DEG': 89.40530778775, 'RANGE-KM': 1799.615239949888, 'RANGE_RATE-KM_PER_SEC': -3.602823098801, 'RIGHT_ASCENSION-DEG': 71.31567518749, 'SATELLITE_GCRS_KM': [-847.1598528663917, 6100.561751083487, 4420.597133679352], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.45509904531, 'AZIMUTH-DEG': 228.05327017197, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.18960284337, 'DECLINATION-DEG': 1.16512711982, 'DRA_COSDEC-DEG_PER_SEC': -0.06019104252, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.246907396, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.5901989492613, 4396.12055475599, 4384.599182643579], 'PHASE_ANGLE-DEG': 89.40860377362, 'RANGE-KM': 1799.255112955106, 'RANGE_RATE-KM_PER_SEC': -3.60123720141, 'RIGHT_ASCENSION-DEG': 71.30965785412, 'SATELLITE_GCRS_KM': [-847.1321294423744, 6100.138315539139, 4421.185061491384], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.46764933274, 'AZIMUTH-DEG': 228.07267911516, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.18966222697, 'DECLINATION-DEG': 1.18409398937, 'DRA_COSDEC-DEG_PER_SEC': -0.0602223172, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2469085534, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.6222608915784, 4396.110096850749, 4384.599258038539], 'PHASE_ANGLE-DEG': 89.41190344186, 'RANGE-KM': 1798.895007004183, 'RANGE_RATE-KM_PER_SEC': -3.599504519139, 'RIGHT_ASCENSION-DEG': 71.30363480976, 'SATELLITE_GCRS_KM': [-847.1043871179229, 6099.714653832827, 4421.773185379827], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.48019505563, 'AZIMUTH-DEG': 228.0920941197, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.18972541637, 'DECLINATION-DEG': 1.20305954837, 'DRA_COSDEC-DEG_PER_SEC': -0.06025481276, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.24690971, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.6543098607478, 4396.099642918496, 4384.599333403002], 'PHASE_ANGLE-DEG': 89.41520413841, 'RANGE-KM': 1798.535211902532, 'RANGE_RATE-KM_PER_SEC': -3.597844027654, 'RIGHT_ASCENSION-DEG': 71.29761089756, 'SATELLITE_GCRS_KM': [-847.076648211966, 6099.291106801842, 4422.361032196987], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.49274630502, 'AZIMUTH-DEG': 228.11153082232, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.18979244062, 'DECLINATION-DEG': 1.22203906111, 'DRA_COSDEC-DEG_PER_SEC': -0.06028854402, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2469108677, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.686371650542, 4396.089184545656, 4384.599408797623], 'PHASE_ANGLE-DEG': 89.41850852027, 'RANGE-KM': 1798.175438182322, 'RANGE_RATE-KM_PER_SEC': -3.59625408247, 'RIGHT_ASCENSION-DEG': 71.29158126698, 'SATELLITE_GCRS_KM': [-847.0488903997968, 6098.867333570777, 4422.949075048599], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.50529297733, 'AZIMUTH-DEG': 228.13097359719, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.18985183331, 'DECLINATION-DEG': 1.24101725891, 'DRA_COSDEC-DEG_PER_SEC': -0.06031986635, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2469120254, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.718420467148, 4396.078730146029, 4384.5994841617485], 'PHASE_ANGLE-DEG': 89.42181392956, 'RANGE-KM': 1797.81597538589, 'RANGE_RATE-KM_PER_SEC': -3.594519300371, 'RIGHT_ASCENSION-DEG': 71.28555076651, 'SATELLITE_GCRS_KM': [-847.021136012817, 6098.443675071226, 4423.536840845873], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.51784516451, 'AZIMUTH-DEG': 228.15043810361, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.18991506078, 'DECLINATION-DEG': 1.26000941649, 'DRA_COSDEC-DEG_PER_SEC': -0.06035242442, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.246913183, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.75048210451, 4396.068271305564, 4384.599559556031], 'PHASE_ANGLE-DEG': 89.4251230271, 'RANGE-KM': 1797.45653430801, 'RANGE_RATE-KM_PER_SEC': -3.592855063451, 'RIGHT_ASCENSION-DEG': 71.27951454024, 'SATELLITE_GCRS_KM': [-846.9933627137663, 6098.019790332483, 4424.124802637034], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.54294586291, 'AZIMUTH-DEG': 228.18940104798, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.19004533843, 'DECLINATION-DEG': 1.29800505893, 'DRA_COSDEC-DEG_PER_SEC': -0.060418799, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.246915498, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.814592253373, 4396.047357130506, 4384.59971031376], 'PHASE_ANGLE-DEG': 89.43174696648, 'RANGE-KM': 1796.738296199694, 'RANGE_RATE-KM_PER_SEC': -3.589596494461, 'RIGHT_ASCENSION-DEG': 71.26743461054, 'SATELLITE_GCRS_KM': [-846.9378040618813, 6097.172024146951, 4425.300368104884], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.55549436166, 'AZIMUTH-DEG': 228.208899497, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.19010471702, 'DECLINATION-DEG': 1.31700853957, 'DRA_COSDEC-DEG_PER_SEC': -0.06045017137, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.246916655, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.8466407651297, 4396.0369017960375, 4384.599785677208], 'PHASE_ANGLE-DEG': 89.43506180744, 'RANGE-KM': 1796.379499239579, 'RANGE_RATE-KM_PER_SEC': -3.587857538019, 'RIGHT_ASCENSION-DEG': 71.261390905, 'SATELLITE_GCRS_KM': [-846.9100187159937, 6096.748142751732, 4425.887971804825], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.56804835167, 'AZIMUTH-DEG': 228.22841974436, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.19016796074, 'DECLINATION-DEG': 1.3360259917, 'DRA_COSDEC-DEG_PER_SEC': -0.06048279542, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2469178126, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.878702097314, 4396.026442020425, 4384.599861070813], 'PHASE_ANGLE-DEG': 89.43838034247, 'RANGE-KM': 1796.020724678176, 'RANGE_RATE-KM_PER_SEC': -3.586189195327, 'RIGHT_ASCENSION-DEG': 71.25534145887, 'SATELLITE_GCRS_KM': [-846.8822144467249, 6096.324035045169, 4426.4757714091065], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.58059772718, 'AZIMUTH-DEG': 228.24794609719, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.19023502248, 'DECLINATION-DEG': 1.35504211622, 'DRA_COSDEC-DEG_PER_SEC': -0.06051664688, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.24691897, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.9107504565832, 4396.015986218555, 4384.59993643392], 'PHASE_ANGLE-DEG': 89.44169990232, 'RANGE-KM': 1795.662261251562, 'RANGE_RATE-KM_PER_SEC': -3.584592707751, 'RIGHT_ASCENSION-DEG': 71.24929113651, 'SATELLITE_GCRS_KM': [-846.8544136226691, 6095.900042224922, 4427.063294028817], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.60570280982, 'AZIMUTH-DEG': 228.28704858289, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.1903576644, 'DECLINATION-DEG': 1.39310098791, 'DRA_COSDEC-DEG_PER_SEC': -0.0605807403, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2469212846, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1423.974859842898, 4395.995069706117, 4384.600087189956], 'PHASE_ANGLE-DEG': 89.44834743989, 'RANGE-KM': 1794.945691083606, 'RANGE_RATE-KM_PER_SEC': -3.581179345503, 'RIGHT_ASCENSION-DEG': 71.23717811748, 'SATELLITE_GCRS_KM': [-846.798777568793, 6095.051718829518, 4428.2384540232515], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.61825850507, 'AZIMUTH-DEG': 228.30662474936, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.19042474148, 'DECLINATION-DEG': 1.41214374101, 'DRA_COSDEC-DEG_PER_SEC': -0.06061464306, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.246922442, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1424.006920870073, 4395.984608995297, 4384.600162582882], 'PHASE_ANGLE-DEG': 89.45167542053, 'RANGE-KM': 1794.587584681087, 'RANGE_RATE-KM_PER_SEC': -3.579578796819, 'RIGHT_ASCENSION-DEG': 71.23111541332, 'SATELLITE_GCRS_KM': [-846.7709423330182, 6094.627388215802, 4428.82609135668], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.63080956058, 'AZIMUTH-DEG': 228.32620704328, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.19048416101, 'DECLINATION-DEG': 1.43118515777, 'DRA_COSDEC-DEG_PER_SEC': -0.06064612382, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2469235994, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1424.0389689242552, 4395.974152258667, 4384.600237945312], 'PHASE_ANGLE-DEG': 89.45500442418, 'RANGE-KM': 1794.229789556795, 'RANGE_RATE-KM_PER_SEC': -3.577834082494, 'RIGHT_ASCENSION-DEG': 71.22505182876, 'SATELLITE_GCRS_KM': [-846.7431105561712, 6094.203172595094, 4429.413451747214], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.64336607159, 'AZIMUTH-DEG': 228.34581123614, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.19054742756, 'DECLINATION-DEG': 1.45024056361, 'DRA_COSDEC-DEG_PER_SEC': -0.06067884691, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.246924757, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1424.07102979877, 4395.9636910802965, 4384.600313337901], 'PHASE_ANGLE-DEG': 89.45833713062, 'RANGE-KM': 1793.872017850868, 'RANGE_RATE-KM_PER_SEC': -3.576159570689, 'RIGHT_ASCENSION-DEG': 71.21898248126, 'SATELLITE_GCRS_KM': [-846.7152598386245, 6093.778730551382, 4430.001007912583], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.65591793019, 'AZIMUTH-DEG': 228.36542156745, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.19061449406, 'DECLINATION-DEG': 1.46929462875, 'DRA_COSDEC-DEG_PER_SEC': -0.06071278802, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.246925914, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1424.1030777005426, 4395.95323387624, 4384.600388699992], 'PHASE_ANGLE-DEG': 89.46167085916, 'RANGE-KM': 1793.514557494701, 'RANGE_RATE-KM_PER_SEC': -3.574556508057, 'RIGHT_ASCENSION-DEG': 71.21291225125, 'SATELLITE_GCRS_KM': [-846.6874125870486, 6093.354403553734, 4430.588287156264], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.66847523228, 'AZIMUTH-DEG': 228.38505383135, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.19067779454, 'DECLINATION-DEG': 1.48836268882, 'DRA_COSDEC-DEG_PER_SEC': -0.0607455582, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.246927072, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1424.135138422486, 4395.94277223029, 4384.60046409224], 'PHASE_ANGLE-DEG': 89.46500829338, 'RANGE-KM': 1793.157120896452, 'RANGE_RATE-KM_PER_SEC': -3.572880108949, 'RIGHT_ASCENSION-DEG': 71.20683625082, 'SATELLITE_GCRS_KM': [-846.659546389126, 6092.929850094999, 4431.1757621327915], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.68102786925, 'AZIMUTH-DEG': 228.40469224472, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.19073719792, 'DECLINATION-DEG': 1.50742940381, 'DRA_COSDEC-DEG_PER_SEC': -0.06077708901, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.246928229, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1424.1671861717473, 4395.9323145588405, 4384.600539453994], 'PHASE_ANGLE-DEG': 89.46834674881, 'RANGE-KM': 1792.799995719211, 'RANGE_RATE-KM_PER_SEC': -3.57113120741, 'RIGHT_ASCENSION-DEG': 71.20075936575, 'SATELLITE_GCRS_KM': [-846.6316836635066, 6092.505411734978, 4431.762960209524], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.6935859376, 'AZIMUTH-DEG': 228.42435262426, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.19080047871, 'DECLINATION-DEG': 1.52651011949, 'DRA_COSDEC-DEG_PER_SEC': -0.06080987822, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2469293866, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1424.199246741113, 4395.921852445312, 4384.600614845905], 'PHASE_ANGLE-DEG': 89.47168891279, 'RANGE-KM': 1792.44289464162, 'RANGE_RATE-KM_PER_SEC': -3.569452576778, 'RIGHT_ASCENSION-DEG': 71.1946767028, 'SATELLITE_GCRS_KM': [-846.6038019860273, 6092.0807468778385, 4432.350353974286], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.70613932808, 'AZIMUTH-DEG': 228.44401916428, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.19086758967, 'DECLINATION-DEG': 1.54558948569, 'DRA_COSDEC-DEG_PER_SEC': -0.06084390143, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.246930544, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1424.231294337758, 4395.911394306503, 4384.600690207319], 'PHASE_ANGLE-DEG': 89.47503209705, 'RANGE-KM': 1792.086105055986, 'RANGE_RATE-KM_PER_SEC': -3.567845464329, 'RIGHT_ASCENSION-DEG': 71.18859315309, 'SATELLITE_GCRS_KM': [-846.5759237875874, 6091.656197171986, 4432.937470861176], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.73125225686, 'AZIMUTH-DEG': 228.48340241554, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.19099029038, 'DECLINATION-DEG': 1.58377487716, 'DRA_COSDEC-DEG_PER_SEC': -0.06090831862, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.246932858, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1424.2954021987548, 4395.890473119174, 4384.600840959966], 'PHASE_ANGLE-DEG': 89.4817269078, 'RANGE-KM': 1791.372886328655, 'RANGE_RATE-KM_PER_SEC': -3.564411849868, 'RIGHT_ASCENSION-DEG': 71.17641359399, 'SATELLITE_GCRS_KM': [-846.520132961136, 6090.806759894858, 4434.111819069629], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.74381178296, 'AZIMUTH-DEG': 228.50311916049, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.19105358454, 'DECLINATION-DEG': 1.60288090822, 'DRA_COSDEC-DEG_PER_SEC': -0.06094117397, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.246934016, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1424.3274624629473, 4395.880010070494, 4384.600916351197], 'PHASE_ANGLE-DEG': 89.48507853718, 'RANGE-KM': 1791.016457527987, 'RANGE_RATE-KM_PER_SEC': -3.562729094522, 'RIGHT_ASCENSION-DEG': 71.1703175771, 'SATELLITE_GCRS_KM': [-846.4922203272405, 6090.381872286071, 4434.699050348459], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.7563666056, 'AZIMUTH-DEG': 228.52284208795, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.19111685644, 'DECLINATION-DEG': 1.62198558094, 'DRA_COSDEC-DEG_PER_SEC': -0.06097403264, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2469351734, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1424.3595097546302, 4395.869550996883, 4384.600991711934], 'PHASE_ANGLE-DEG': 89.48843118496, 'RANGE-KM': 1790.660340361096, 'RANGE_RATE-KM_PER_SEC': -3.561045984235, 'RIGHT_ASCENSION-DEG': 71.16422066919, 'SATELLITE_GCRS_KM': [-846.46431118627, 6089.957099933682, 4435.2860047932845], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.76892682296, 'AZIMUTH-DEG': 228.54258708265, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.19118015696, 'DECLINATION-DEG': 1.64110427161, 'DRA_COSDEC-DEG_PER_SEC': -0.06100692108, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.246936331, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1424.3915698662224, 4395.859087480632, 4384.601067102826], 'PHASE_ANGLE-DEG': 89.49178754992, 'RANGE-KM': 1790.304248318331, 'RANGE_RATE-KM_PER_SEC': -3.559361164377, 'RIGHT_ASCENSION-DEG': 71.15811796087, 'SATELLITE_GCRS_KM': [-846.4363830761611, 6089.53210097312, 4435.873154795855], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 36.78148232403, 'AZIMUTH-DEG': 228.56233827093, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.19124726959, 'DECLINATION-DEG': 1.66022159954, 'DRA_COSDEC-DEG_PER_SEC': -0.06104103403, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.246937488, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1424.4236170053662, 4395.848627939638, 4384.601142463224], 'PHASE_ANGLE-DEG': 89.49514493236, 'RANGE-KM': 1789.948467979553, 'RANGE_RATE-KM_PER_SEC': -3.557747455912, 'RIGHT_ASCENSION-DEG': 71.15201435938, 'SATELLITE_GCRS_KM': [-846.4084584652422, 6089.107217320579, 4436.460027987759], 'TLE-DATE': '2024-03-08 00:36:11'}"
