"{'ALTITUDE-DEG': 48.33513998784, 'AZIMUTH-DEG': 286.93832778658, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23007029649, 'DECLINATION-DEG': 40.89485165626, 'DRA_COSDEC-DEG_PER_SEC': -0.13858074317, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253065972, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1518.1975070025246, 4364.12794889517, 4384.821382261153], 'PHASE_ANGLE-DEG': 97.83123845571, 'RANGE-KM': 1528.728196351694, 'RANGE_RATE-KM_PER_SEC': 0.686816679068, 'RIGHT_ASCENSION-DEG': 51.82243861019, 'SATELLITE_GCRS_KM': [-803.9300863772578, 5272.531746561602, 5385.638293858494], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.21187169351, 'AZIMUTH-DEG': 288.18154426862, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22829683997, 'DECLINATION-DEG': 41.60535353064, 'DRA_COSDEC-DEG_PER_SEC': -0.14009842082, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253101852, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.1839637339922, 4363.7823225184, 4384.82370283466], 'PHASE_ANGLE-DEG': 98.01352076904, 'RANGE-KM': 1530.990984272146, 'RANGE_RATE-KM_PER_SEC': 0.772986523261, 'RIGHT_ASCENSION-DEG': 51.24789535843, 'SATELLITE_GCRS_KM': [-802.608277903584, 5256.549940543152, 5401.395717305691], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.20765879005, 'AZIMUTH-DEG': 288.22149285148, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22823301071, 'DECLINATION-DEG': 41.62818458262, 'DRA_COSDEC-DEG_PER_SEC': -0.14014432463, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2531030094, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.2157898125433, 4363.771167396516, 4384.823777703542], 'PHASE_ANGLE-DEG': 98.01938921481, 'RANGE-KM': 1531.068435621426, 'RANGE_RATE-KM_PER_SEC': 0.775744104028, 'RIGHT_ASCENSION-DEG': 51.22914920094, 'SATELLITE_GCRS_KM': [-802.5655131956407, 5256.033528625598, 5401.903329319374], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.20343296138, 'AZIMUTH-DEG': 288.26141481472, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2281736685, 'DECLINATION-DEG': 41.65100052228, 'DRA_COSDEC-DEG_PER_SEC': -0.14019303821, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2531041666, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.2476030075488, 4363.760016529863, 4384.823852542125], 'PHASE_ANGLE-DEG': 98.02525447047, 'RANGE-KM': 1531.146132983925, 'RANGE_RATE-KM_PER_SEC': 0.778515569033, 'RIGHT_ASCENSION-DEG': 51.21039743031, 'SATELLITE_GCRS_KM': [-802.5227583580318, 5255.5172764207355, 5402.410687679883], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.19919081644, 'AZIMUTH-DEG': 288.30134225595, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2281187859, 'DECLINATION-DEG': 41.67381970093, 'DRA_COSDEC-DEG_PER_SEC': -0.14024456411, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253105324, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.2794289233132, 4363.748860943856, 4384.8239274106445], 'PHASE_ANGLE-DEG': 98.0311212537, 'RANGE-KM': 1531.224138849234, 'RANGE_RATE-KM_PER_SEC': 0.781303545395, 'RIGHT_ASCENSION-DEG': 51.19162494511, 'SATELLITE_GCRS_KM': [-802.4799789811823, 5255.000768435792, 5402.918200721925], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.19493577809, 'AZIMUTH-DEG': 288.34124302035, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2280546084, 'DECLINATION-DEG': 41.69662374866, 'DRA_COSDEC-DEG_PER_SEC': -0.14029045874, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253106481, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.3112419557872, 4363.7377096132, 4384.824002248866], 'PHASE_ANGLE-DEG': 98.03698484182, 'RANGE-KM': 1531.30239041764, 'RANGE_RATE-KM_PER_SEC': 0.784058304536, 'RIGHT_ASCENSION-DEG': 51.17284683852, 'SATELLITE_GCRS_KM': [-802.4372094815506, 5254.484420209742, 5403.425460143146], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.19066443182, 'AZIMUTH-DEG': 288.38114918827, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22799489049, 'DECLINATION-DEG': 41.71943100706, 'DRA_COSDEC-DEG_PER_SEC': -0.14033916564, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2531076386, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.3430677088536, 4363.726553563039, 4384.824077117022], 'PHASE_ANGLE-DEG': 98.04284995117, 'RANGE-KM': 1531.380950624335, 'RANGE_RATE-KM_PER_SEC': 0.786829572057, 'RIGHT_ASCENSION-DEG': 51.15404798798, 'SATELLITE_GCRS_KM': [-802.3944154372481, 5253.967816176335, 5403.932874194992], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.18638022406, 'AZIMUTH-DEG': 288.42102862238, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22793967668, 'DECLINATION-DEG': 41.74222311596, 'DRA_COSDEC-DEG_PER_SEC': -0.14039064846, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253108796, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.3748805786906, 4363.715401768419, 4384.82415195488], 'PHASE_ANGLE-DEG': 98.04871186042, 'RANGE-KM': 1531.459756223236, 'RANGE_RATE-KM_PER_SEC': 0.789615283664, 'RIGHT_ASCENSION-DEG': 51.13524350782, 'SATELLITE_GCRS_KM': [-802.3516312772146, 5253.451371948601, 5404.440034657783], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.18207971687, 'AZIMUTH-DEG': 288.46091338584, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22787512708, 'DECLINATION-DEG': 41.76501840723, 'DRA_COSDEC-DEG_PER_SEC': -0.14043653329, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253109954, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.4067061690525, 4363.704245254106, 4384.824226822673], 'PHASE_ANGLE-DEG': 98.05457528456, 'RANGE-KM': 1531.53887059547, 'RANGE_RATE-KM_PER_SEC': 0.792369669136, 'RIGHT_ASCENSION-DEG': 51.11641825429, 'SATELLITE_GCRS_KM': [-802.3088225669776, 5252.934671885048, 5404.947349701489], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.17776638021, 'AZIMUTH-DEG': 288.50077135855, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22781508173, 'DECLINATION-DEG': 41.78779853032, 'DRA_COSDEC-DEG_PER_SEC': -0.14048519399, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253111111, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.4385188761498, 4363.693092995556, 4384.82430166017], 'PHASE_ANGLE-DEG': 98.06043550359, 'RANGE-KM': 1531.6182300483, 'RANGE_RATE-KM_PER_SEC': 0.795138496394, 'RIGHT_ASCENSION-DEG': 51.09758736301, 'SATELLITE_GCRS_KM': [-802.2660237479638, 5252.41813167708, 5405.454411184881], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.17343675273, 'AZIMUTH-DEG': 288.5406345869, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22775489507, 'DECLINATION-DEG': 41.81058180766, 'DRA_COSDEC-DEG_PER_SEC': -0.14053386534, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2531122686, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.4703443039, 4363.681936017059, 4384.8243765276], 'PHASE_ANGLE-DEG': 98.06629723121, 'RANGE-KM': 1531.697898408872, 'RANGE_RATE-KM_PER_SEC': 0.797907993039, 'RIGHT_ASCENSION-DEG': 51.07873566881, 'SATELLITE_GCRS_KM': [-802.223200373849, 5251.901335600961, 5405.961627203117], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.16909432789, 'AZIMUTH-DEG': 288.5804709679, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22769918378, 'DECLINATION-DEG': 41.83334989816, 'DRA_COSDEC-DEG_PER_SEC': -0.14058535609, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253113426, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.5021568483485, 4363.670783294547, 4384.824451364734], 'PHASE_ANGLE-DEG': 98.07215574876, 'RANGE-KM': 1531.77781153839, 'RANGE_RATE-KM_PER_SEC': 0.800691921201, 'RIGHT_ASCENSION-DEG': 51.05987832871, 'SATELLITE_GCRS_KM': [-802.1803868971564, 5251.3846994298365, 5406.468589690392], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.16473562099, 'AZIMUTH-DEG': 288.62031253077, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22763419465, 'DECLINATION-DEG': 41.85612111467, 'DRA_COSDEC-DEG_PER_SEC': -0.14063116151, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2531145834, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.5339821132807, 4363.659625851938, 4384.824526231801], 'PHASE_ANGLE-DEG': 98.07801576859, 'RANGE-KM': 1531.858033709008, 'RANGE_RATE-KM_PER_SEC': 0.80344453219, 'RIGHT_ASCENSION-DEG': 51.04100015623, 'SATELLITE_GCRS_KM': [-802.1375488604803, 5250.867807361377, 5406.9757066633965], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.16036414893, 'AZIMUTH-DEG': 288.66012719012, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22757368111, 'DECLINATION-DEG': 41.87887712579, 'DRA_COSDEC-DEG_PER_SEC': -0.1406797863, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2531157406, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.5657944951702, 4363.648472665431, 4384.824601068572], 'PHASE_ANGLE-DEG': 98.08387257337, 'RANGE-KM': 1531.938500336434, 'RANGE_RATE-KM_PER_SEC': 0.806211572233, 'RIGHT_ASCENSION-DEG': 51.02211632964, 'SATELLITE_GCRS_KM': [-802.0947207279767, 5250.35107524535, 5407.4825701366235], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.15597640371, 'AZIMUTH-DEG': 288.69994695766, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22751302614, 'DECLINATION-DEG': 41.90163623459, 'DRA_COSDEC-DEG_PER_SEC': -0.14072842158, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2531168982, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.5976195973776, 4363.637314758678, 4384.824675935278], 'PHASE_ANGLE-DEG': 98.0897308741, 'RANGE-KM': 1532.019276137793, 'RANGE_RATE-KM_PER_SEC': 0.808979275296, 'RIGHT_ASCENSION-DEG': 51.00321164122, 'SATELLITE_GCRS_KM': [-802.0518680302492, 5249.83408720411, 5407.989588045263], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.15157592563, 'AZIMUTH-DEG': 288.7397397658, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22745227861, 'DECLINATION-DEG': 41.92438011952, 'DRA_COSDEC-DEG_PER_SEC': -0.14077702819, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2531180554, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.6294318166053, 4363.6261611082155, 4384.824750771685], 'PHASE_ANGLE-DEG': 98.09558595489, 'RANGE-KM': 1532.10029608305, 'RANGE_RATE-KM_PER_SEC': 0.811745413066, 'RIGHT_ASCENSION-DEG': 50.98430129052, 'SATELLITE_GCRS_KM': [-802.0090252436779, 5249.317259162699, 5408.496352485303], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.1471591834, 'AZIMUTH-DEG': 288.77953760872, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22739138966, 'DECLINATION-DEG': 41.94712707382, 'DRA_COSDEC-DEG_PER_SEC': -0.14082564523, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253119213, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.6612567560826, 4363.61500273732, 4384.8248256380275], 'PHASE_ANGLE-DEG': 98.10144252533, 'RANGE-KM': 1532.181625334776, 'RANGE_RATE-KM_PER_SEC': 0.814512210612, 'RIGHT_ASCENSION-DEG': 50.96537004846, 'SATELLITE_GCRS_KM': [-801.9661578863008, 5248.800175167013, 5409.003271311646], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.14272974072, 'AZIMUTH-DEG': 288.8193084366, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22733499362, 'DECLINATION-DEG': 41.96985878576, 'DRA_COSDEC-DEG_PER_SEC': -0.14087704762, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.25312037, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.6930688125426, 4363.603848622938, 4384.824900474073], 'PHASE_ANGLE-DEG': 98.1072958709, 'RANGE-KM': 1532.263198416991, 'RANGE_RATE-KM_PER_SEC': 0.817293996712, 'RIGHT_ASCENSION-DEG': 50.94643313598, 'SATELLITE_GCRS_KM': [-801.9233004468786, 5248.283251219202, 5409.509936699981], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.13828404303, 'AZIMUTH-DEG': 288.8590842261, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22726928543, 'DECLINATION-DEG': 41.99259353883, 'DRA_COSDEC-DEG_PER_SEC': -0.14092283219, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253121528, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.7248935893774, 4363.59268978787, 4384.824975340051], 'PHASE_ANGLE-DEG': 98.11315069979, 'RANGE-KM': 1532.345080937232, 'RANGE_RATE-KM_PER_SEC': 0.820043326842, 'RIGHT_ASCENSION-DEG': 50.92747530259, 'SATELLITE_GCRS_KM': [-801.88041843196, 5247.766071287307, 5410.016756426086], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.1338256774, 'AZIMUTH-DEG': 288.89883294511, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22720807034, 'DECLINATION-DEG': 42.015313031, 'DRA_COSDEC-DEG_PER_SEC': -0.14097140209, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253122685, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.756705483161, 4363.581535209533, 4384.825050175735], 'PHASE_ANGLE-DEG': 98.11900229891, 'RANGE-KM': 1532.427206974309, 'RANGE_RATE-KM_PER_SEC': 0.822807643239, 'RIGHT_ASCENSION-DEG': 50.90851179067, 'SATELLITE_GCRS_KM': [-801.8375463411959, 5247.2490514526635, 5410.5233227435865], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.12935106604, 'AZIMUTH-DEG': 288.93858655277, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22714671376, 'DECLINATION-DEG': 42.03803553603, 'DRA_COSDEC-DEG_PER_SEC': -0.14101998225, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2531238426, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.788530097154, 4363.570375910361, 4384.8251250413505], 'PHASE_ANGLE-DEG': 98.12485537509, 'RANGE-KM': 1532.509642580262, 'RANGE_RATE-KM_PER_SEC': 0.82557261282, 'RIGHT_ASCENSION-DEG': 50.88952732827, 'SATELLITE_GCRS_KM': [-801.7946496700062, 5246.731775604156, 5411.030043350335], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.12486381931, 'AZIMUTH-DEG': 288.97831303491, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22708982079, 'DECLINATION-DEG': 42.06074276174, 'DRA_COSDEC-DEG_PER_SEC': -0.14107139135, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253125, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.8203418283529, 4363.559220868042, 4384.825199876672], 'PHASE_ANGLE-DEG': 98.13070521663, 'RANGE-KM': 1532.592321388921, 'RANGE_RATE-KM_PER_SEC': 0.82835255793, 'RIGHT_ASCENSION-DEG': 50.87053717918, 'SATELLITE_GCRS_KM': [-801.7517629297206, 5246.214659900322, 5411.536510579693], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.12036033628, 'AZIMUTH-DEG': 289.01804433272, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22702367479, 'DECLINATION-DEG': 42.08345297193, 'DRA_COSDEC-DEG_PER_SEC': -0.14111709506, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2531261574, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.8521662795947, 4363.548061104735, 4384.825274741925], 'PHASE_ANGLE-DEG': 98.13655652888, 'RANGE-KM': 1532.675309896637, 'RANGE_RATE-KM_PER_SEC': 0.83110005681, 'RIGHT_ASCENSION-DEG': 50.85152605012, 'SATELLITE_GCRS_KM': [-801.708851603822, 5245.6972881554075, 5412.04313204735], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.11584425056, 'AZIMUTH-DEG': 289.05774845039, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22696199258, 'DECLINATION-DEG': 42.10614788449, 'DRA_COSDEC-DEG_PER_SEC': -0.14116562767, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2531273146, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.883977848103, 4363.536905598469, 4384.825349576881], 'PHASE_ANGLE-DEG': 98.14240460166, 'RANGE-KM': 1532.758541292381, 'RANGE_RATE-KM_PER_SEC': 0.833862528802, 'RIGHT_ASCENSION-DEG': 50.83250922619, 'SATELLITE_GCRS_KM': [-801.6659502155891, 5245.1800766013375, 5412.549500170035], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.11131193807, 'AZIMUTH-DEG': 289.09745731106, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22690016882, 'DECLINATION-DEG': 42.1288457532, 'DRA_COSDEC-DEG_PER_SEC': -0.14121417042, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2531284722, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.9158021365852, 4363.525745371029, 4384.825424441772], 'PHASE_ANGLE-DEG': 98.14825413888, 'RANGE-KM': 1532.842082516998, 'RANGE_RATE-KM_PER_SEC': 0.836625647711, 'RIGHT_ASCENSION-DEG': 50.81347139268, 'SATELLITE_GCRS_KM': [-801.6230242364006, 5244.66260897711, 5413.056022481884], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.10676705569, 'AZIMUTH-DEG': 289.13713893708, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22683825322, 'DECLINATION-DEG': 42.15152830588, 'DRA_COSDEC-DEG_PER_SEC': -0.14126268419, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253129629, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.9476135422992, 4363.514589400854, 4384.825499276366], 'PHASE_ANGLE-DEG': 98.15410043176, 'RANGE-KM': 1532.92586631419, 'RANGE_RATE-KM_PER_SEC': 0.839387189095, 'RIGHT_ASCENSION-DEG': 50.79442785622, 'SATELLITE_GCRS_KM': [-801.5801082017243, 5244.145301592348, 5413.562291478809], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.10220595619, 'AZIMUTH-DEG': 289.1768252336, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22677619599, 'DECLINATION-DEG': 42.17421378637, 'DRA_COSDEC-DEG_PER_SEC': -0.14131120798, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2531307866, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1519.9794376681132, 4363.503428709248, 4384.825574140893], 'PHASE_ANGLE-DEG': 98.1599481828, 'RANGE-KM': 1533.009960069229, 'RANGE_RATE-KM_PER_SEC': 0.842149373836, 'RIGHT_ASCENSION-DEG': 50.7753632806, 'SATELLITE_GCRS_KM': [-801.5371675712772, 5243.627738108957, 5414.068714615122], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.09763231967, 'AZIMUTH-DEG': 289.21648424132, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2267186203, 'DECLINATION-DEG': 42.1968839325, 'DRA_COSDEC-DEG_PER_SEC': -0.14136252655, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253131944, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1520.0112489111252, 4363.492272275129, 4384.825648975126], 'PHASE_ANGLE-DEG': 98.16579268468, 'RANGE-KM': 1533.094296081356, 'RANGE_RATE-KM_PER_SEC': 0.844927090856, 'RIGHT_ASCENSION-DEG': 50.7562929939, 'SATELLITE_GCRS_KM': [-801.4942368915049, 5243.110334912509, 5414.574884467754], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.09304247585, 'AZIMUTH-DEG': 289.25614784723, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22665175661, 'DECLINATION-DEG': 42.21955697809, 'DRA_COSDEC-DEG_PER_SEC': -0.14140820753, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253133102, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1520.0430728740698, 4363.481111119429, 4384.82572383929], 'PHASE_ANGLE-DEG': 98.17163863844, 'RANGE-KM': 1533.178942179472, 'RANGE_RATE-KM_PER_SEC': 0.84767122424, 'RIGHT_ASCENSION-DEG': 50.73720163845, 'SATELLITE_GCRS_KM': [-801.4512816111343, 5242.592675588911, 5415.081208410042], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.08843827302, 'AZIMUTH-DEG': 289.29580005847, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2265893495, 'DECLINATION-DEG': 42.2422237876, 'DRA_COSDEC-DEG_PER_SEC': -0.14145670272, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2531342595, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1520.0748967557067, 4363.469949731588, 4384.825798703272], 'PHASE_ANGLE-DEG': 98.17748368925, 'RANGE-KM': 1533.263864434491, 'RANGE_RATE-KM_PER_SEC': 0.850431997739, 'RIGHT_ASCENSION-DEG': 50.71809687613, 'SATELLITE_GCRS_KM': [-801.408319004693, 5242.07496833992, 5415.587482741096], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.08382158268, 'AZIMUTH-DEG': 289.33542489999, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22652685092, 'DECLINATION-DEG': 42.26487523518, 'DRA_COSDEC-DEG_PER_SEC': -0.14150516878, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2531354167, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1520.106707754634, 4363.458792601513, 4384.82587353696], 'PHASE_ANGLE-DEG': 98.18332548366, 'RANGE-KM': 1533.349028471656, 'RANGE_RATE-KM_PER_SEC': 0.853191187473, 'RIGHT_ASCENSION-DEG': 50.6989863907, 'SATELLITE_GCRS_KM': [-801.3653663592692, 5241.557421452375, 5416.093503832026], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 48.07918869994, 'AZIMUTH-DEG': 289.3750542317, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.22646421068, 'DECLINATION-DEG': 42.28752953975, 'DRA_COSDEC-DEG_PER_SEC': -0.14155364471, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.2531365743, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1520.1385314733918, 4363.447630749581, 4384.825948400581], 'PHASE_ANGLE-DEG': 98.18916872056, 'RANGE-KM': 1533.434502786368, 'RANGE_RATE-KM_PER_SEC': 0.855951012897, 'RIGHT_ASCENSION-DEG': 50.67985479201, 'SATELLITE_GCRS_KM': [-801.3223891054243, 5241.039618393481, 5416.599678939472], 'TLE-DATE': '2024-03-08 00:36:11'}"
